target_year,curve_uncert,offset_14c_age,measurement_error,offset_magnitude,accuracy_68,accuracy_95,precision_68,precision_95,off_target_68,off_target_95
463,9,350.2243878,34.63066361,-27.58975422,1,1,104,168,NA,NA
468,9,350.3327653,19.20363371,-35.71983785,0,1,80,142,4,NA
469,10,371.7054916,32.29386882,28.57389664,1,1,87,164,NA,NA
469,10,344.8722082,17.71166682,-22.18383302,0,1,89,145,10,NA
473,10,401.6870594,14.8763862,42.84215725,0,1,22,60,2,NA
475,10,335.0893588,18.26576905,-48.10847132,0,0,84,143,27,11
476,10,468.8428902,21.40724512,25.30715868,0,0,17,36,29,19
477,10,334.2744401,24.88978485,-40.62641095,0,0,95,156,26,8
477,10,373.7880055,19.41007209,-14.16985549,1,1,60,119,NA,NA
478,10,437.0683035,18.5855999,25.70466669,0,0,16,40,16,1
481,10,429.9354696,17.88269295,-1.347550121,0,1,17,40,11,NA
483,10,395.8534354,34.63806386,-38.42586924,1,1,74,159,NA,NA
484,10,349.7769626,30.19324998,-44.89635366,0,1,101,166,13,NA
485,10,411.6796277,9.17269832,1.444845204,1,1,15,29,NA,NA
489,10,413.3610767,29.76071728,31.83243687,1,1,50,116,NA,NA
489,10,393.4995854,10.28229078,-1.989747421,1,1,20,54,NA,NA
489,10,381.4302618,30.63693218,-22.10843512,1,1,77,154,NA,NA
491,10,309.861641,32.74553365,-25.46722263,0,0,97,165,56,26
492,10,462.0458117,12.9605497,28.52981437,0,0,11,25,13,7
495,10,443.7429049,14.02137735,30.298762580000002,0,1,12,25,3,NA
497,10,383.7953649,9.209228875,-30.20919038,0,0,28,61,5,2
498,10,437.381125,27.15646769,26.59655325,1,1,26,69,NA,NA
498,10,438.0966792,32.64304806,4.486965737,1,1,37,97,NA,NA
502,10,414.4835487,27.41450041,18.52294824,1,1,41,107,NA,NA
502,10,402.171722,16.54316543,-43.50806482,0,1,26,68,3,NA
502,10,445.2221905,23.18842631,13.63192489,1,1,20,45,NA,NA
503,10,396.9974391,15.00681683,-42.94037656,0,1,25,69,6,NA
504,10,400.5413814,12.76295499,-45.07821931,0,1,20,45,8,NA
505,10,498.3679114,18.8361756,24.98522454,0,0,17,32,9,4
507,10,469.4685038,13.92828541,34.16909275,1,1,15,26,NA,NA
507,10,504.9877602,15.62045915,42.3901215,0,0,17,30,11,5
508,10,495.3341734,26.72559933,23.9792567,0,1,24,44,3,NA
508,10,403.40493,26.77885333,-27.12048541,0,1,45,112,4,NA
509,10,466.5770424,22.31405947,25.34983139,1,1,17,36,NA,NA
509,10,384.0206291,32.36171616,-41.577862090000004,0,0,77,155,12,3
509,10,427.7679326,20.15866757,-22.55093399,1,1,24,47,NA,NA
510,10,467.0461246,27.42620213,28.61304595,1,1,23,48,NA,NA
511,10,512.9666852,18.20911747,38.445613,0,0,19,32,10,2
514,10,429.5216284,11.15645587,-35.3324502,0,0,10,26,9,2
515,10,466.0879485,24.11618057,-0.665420596,1,1,19,40,NA,NA
517,10,509.0092512,27.25798907,41.30664032,1,1,24,49,NA,NA
519,10,462.5046855,21.17831048,9.014341724,1,1,19,34,NA,NA
523,10,485.0491481,13.79255508,-15.97583466,1,1,14,28,NA,NA
524,10,571.8086121,34.7087739,35.14768847,0,0,56,104,15,2
525,10,483.1342541,21.87793015,-18.29428351,1,1,18,39,NA,NA
526,10,433.4187963,34.23019543,-26.40527496,0,1,42,116,8,NA
526,10,468.2360285,20.41991557,-40.53692773,0,1,16,35,5,NA
528,10,595.2792873,32.43845278,28.67747506,0,0,56,105,22,12
528,10,548.6438291,33.14027216,25.82716101,1,1,47,93,NA,NA
529,10,522.6069787,11.04158029,15.73004404,1,1,12,25,NA,NA
529,10,478.5435577,20.39723427,-29.66632333,0,1,17,36,4,NA
530,10,484.916777,11.00160366,-12.22577952,0,0,12,22,5,1
532,10,521.5602632,27.68522164,-34.9195116,1,1,25,66,NA,NA
532,10,503.6126882,31.25511428,-37.64079337,1,1,26,60,NA,NA
533,10,559.8522235,14.08028115,27.04928261,0,1,28,54,6,NA
537,10,610.7201658,33.62535686,12.60186094,0,0,67,107,17,9
538,10,597.0097853,33.55770587,29.81639355,0,0,61,111,12,2
541,10,526.5435867,21.43433522,-27.55039886,1,1,20,50,NA,NA
541,10,592.3991963,26.66933567,46.14579154,0,1,49,92,9,NA
542,10,612.0063507,29.53978618,14.23965758,0,0,60,103,13,6
545,10,617.8349901,32.27204907,37.10446279,0,0,61,105,10,4
549,10,524.8116593,15.4496635,-30.60110472,0,1,14,30,7,NA
549,10,601.0175164,15.25483105,28.94034749,0,0,41,75,5,1
549,10,619.8542259,29.69952958,45.95727611,0,0,62,104,6,1
550,10,592.0259818,29.67332029,39.35387668,1,1,53,100,NA,NA
553,10,594.8338984,14.38866945,23.45697645,0,1,36,68,1,NA
553,10,550.7492193,33.19483698,36.54368632,1,1,46,95,NA,NA
555,10,605.1218835,15.2961429,12.43909891,1,1,44,77,NA,NA
556,10,592.5871644,23.14191115,-5.057586683,1,1,49,84,NA,NA
557,10,567.7235569,15.93814758,-31.3345274,0,1,31,56,2,NA
558,10,566.2230378,12.95515155,-37.76576046,0,1,30,50,3,NA
559,10,614.6033914,10.18429818,-2.342711645,1,1,37,70,NA,NA
561,10,602.2078831,13.27522916,-34.67264583,1,1,42,76,NA,NA
561,10,562.6638358,24.82017302,-14.31358415,0,1,39,80,5,NA
562,10,657.5201468,30.00785805,30.77665495,0,1,49,90,1,NA
563,10,618.6252432,24.64308693,33.83053744,1,1,57,99,NA,NA
564,10,609.7009639,14.1539357,-33.67767113,1,1,48,76,NA,NA
565,10,645.5439306,30.54074384,47.04921746,1,1,55,100,NA,NA
567,10,691.6256112,23.43166811,44.31155282,0,1,23,54,7,NA
567,10,648.3014767,21.46005227,-19.48103278,1,1,44,78,NA,NA
568,10,584.3917965,16.77328465,-48.28014821,0,0,34,65,11,5
571,10,616.0816294,22.45414666,-11.0431216,0,1,52,99,3,NA
571,10,624.6169632,8.889442061,-33.39771281,0,1,26,60,5,NA
572,10,589.9943147,28.26888913,-45.29800152,0,0,50,96,11,2
573,10,658.5021769,12.70324521,12.99234878,1,1,28,57,NA,NA
573,10,681.3872984,13.67960223,28.4962185,0,1,16,39,78,NA
574,10,722.6239523,18.34125993,42.82635713,0,0,12,28,90,80
574,10,654.2945657,12.40862467,28.87125325,1,1,28,54,NA,NA
576,11,681.4095502,22.88698068,9.575127997,1,1,27,62,NA,NA
576,11,674.9611867,12.25461508,18.93458862,1,1,21,43,NA,NA
577,11,602.453317,22.18472612,-10.5844232,0,0,53,86,13,6
578,11,622.2818008,17.98387399,-30.58477931,0,1,40,92,6,NA
579,11,613.3588845,18.10262469,-43.3806231,0,0,49,86,7,3
579,11,686.6698777,8.424246919,44.29541933,0,1,11,29,76,NA
580,11,600.3927554,28.27582171,-46.66048861,0,0,56,98,10,1
584,11,677.4083789,13.17939712,27.83313706,0,1,20,43,5,NA
586,11,656.0292297,16.99575442,29.64237125,1,1,31,67,NA,NA
589,11,569.5336511,34.13622206,-42.99310988,0,1,50,103,6,NA
590,11,694.6474238,32.63367456,11.8324779,0,1,33,79,9,NA
590,11,574.8579517,27.5434868,5.913014407,0,1,42,92,7,NA
591,11,654.591342,30.02173005,40.15401613,0,1,52,94,1,NA
593,11,595.3102891,23.18772267,-7.100760262,1,1,48,83,NA,NA
594,10,626.4006979,33.88401391,-47.89372035,1,1,70,110,NA,NA
595,10,656.0163308,21.98009026,18.18823507,0,0,40,70,7,2
596,10,545.247532,22.287676,-47.90794519,0,0,27,65,42,1
597,10,589.4984101,26.69217458,-0.193194579,1,1,51,91,NA,NA
598,10,513.0752612,31.1448069,-23.86081652,0,0,29,71,54,7
600,10,496.3967919,33.44765525,-26.57870606,0,0,28,60,62,46
601,10,651.1749322,13.11322031,47.77480057,0,0,29,62,15,8
602,10,647.505499,23.13550869,45.77286467,0,0,45,83,12,4
605,10,603.8464128,17.56550297,14.24832079,1,1,48,79,NA,NA
605,10,583.3541964,31.56048926,-39.46365176,1,1,53,103,NA,NA
606,10,593.800139,15.49147824,-4.665695783,1,1,35,70,NA,NA
607,10,624.1264949,32.27506683,28.73889194,0,1,67,105,6,NA
609,10,585.6644616,10.22679319,4.915043991,1,1,21,53,NA,NA
614,10,587.1525331,24.85144373,8.659082022,1,1,47,87,NA,NA
615,10,572.4472505,11.16051584,-18.73899612,1,1,28,48,NA,NA
616,10,581.9229155,25.43078592,-36.78978316,1,1,43,91,NA,NA
616,10,526.2258248,22.57338531,-44.10541898,0,1,21,57,71,NA
617,10,583.0803739,17.80334409,1.917059952,1,1,33,69,NA,NA
619,10,581.6435758,21.15990573,0.19408993,1,1,36,78,NA,NA
619,10,501.2973375,22.35369793,-49.36561922,0,0,20,39,84,74
619,10,603.1897279,13.91866946,25.53918283,0,1,46,77,2,NA
620,10,590.873938,13.82948325,14.69662024,1,1,32,66,NA,NA
621,10,573.0407332,21.11965937,19.99451292,1,1,34,74,NA,NA
621,10,580.155657,26.10076921,-18.09555853,1,1,44,91,NA,NA
623,10,620.664158,30.26500749,42.0829556,1,1,66,105,NA,NA
630,10,646.7762265,26.63160305,25.41553664,0,1,50,94,3,NA
630,10,674.2444659,32.53711908,21.06865211,0,1,44,88,15,NA
631,10,502.9285378,32.57349168,-40.65404965,0,0,27,67,91,9
632,10,602.0875007,21.35107171,-3.931100271,1,1,52,84,NA,NA
633,10,589.1185845,18.80621126,-41.59464983,0,1,37,73,6,NA
635,10,644.9151867,30.947444870000002,29.07480639,1,1,55,100,NA,NA
635,10,672.7748683,15.24822907,35.05394089,0,0,23,51,14,7
636,10,636.7049922,18.93794427,49.31194498,1,1,43,81,NA,NA
642,11,626.3008082,17.36128555,-5.563452397,1,1,36,82,NA,NA
643,11,606.3035699,24.23726812,-44.60504868,0,1,55,93,2,NA
645,11,630.6850133,21.07630612,-5.793027044,1,1,44,91,NA,NA
646,11,597.7573504,17.94886468,-18.86765782,0,0,44,79,17,1
647,11,684.1031747,13.98432711,29.13878511,0,1,17,38,4,NA
649,10,602.1330151,20.29003345,-48.80549051,0,0,52,80,15,3
650,11,643.0440375,8.872249393,-6.532799383,1,1,35,55,NA,NA
650,11,663.3876684,22.85955588,0.865479768,1,1,36,72,NA,NA
652,11,720.8876093,30.63090305,26.57955484,0,1,25,85,3,NA
657,11,678.1878795,17.78974688,27.75072944,1,1,21,48,NA,NA
657,11,733.9054611,11.49036805,48.15578347,0,0,7,17,12,8
658,11,742.3527978,24.5943289,46.68787546,0,1,21,68,7,NA
660,11,652.5367347,17.83190672,-28.0644414,0,1,37,66,5,NA
665,11,752.9119361,20.18038449,45.41337052,0,1,17,58,5,NA
665,11,651.8200271,13.63154813,-33.959579,0,0,29,61,12,4
665,11,701.7068488,27.45957103,38.86238087,1,1,26,60,NA,NA
665,11,696.335471,34.09350223,-45.91907584,1,1,37,85,NA,NA
666,11,702.2580316,23.13601068,5.78940697,1,1,19,51,NA,NA
667,11,649.709197,19.03534896,-32.59744977,0,0,40,69,13,5
668,11,720.1793342,32.68722613,30.6751302,1,1,29,88,NA,NA
669,11,722.0045713,20.02234595,-17.12457994,1,1,15,32,NA,NA
670,11,744.6433559,12.56342581,5.452888575,0,1,10,20,1,NA
670,11,709.9130145,20.00030415,-4.630859592,1,1,17,38,NA,NA
671,11,712.3413366,19.86399211,-29.00898135,1,1,17,36,NA,NA
672,11,718.3305553,33.6928782,-18.19720378,1,1,30,92,NA,NA
672,11,794.6527303,19.66210876,49.87825239,0,0,29,51,13,6
672,11,754.3862932,23.52657494,14.50413868,1,1,25,60,NA,NA
672,11,786.6725849,11.65649414,37.83135,0,0,30,47,9,6
674,11,748.95199,11.66721253,10.20053143,1,1,9,19,NA,NA
675,11,787.0591697,13.50028266,20.86477855,0,0,30,47,6,3
675,11,795.3444627,32.73321998,12.75919182,0,1,40,85,9,NA
675,11,751.5293821,17.72473279,19.30805801,1,1,15,47,NA,NA
676,11,709.3787636,12.9540217,-47.76433257,0,0,11,22,3,1
676,11,815.7707218,33.68140333,15.7623057,0,1,48,104,9,NA
677,11,789.4826009,11.43230814,21.44570921,0,0,29,45,5,3
681,11,763.3543286,17.16522211,14.46081819,1,1,22,53,NA,NA
683,11,797.7539888,28.35867375,40.55222799,0,1,39,66,2,NA
684,11,746.0353472,15.27001956,-41.20741633,0,1,11,29,2,NA
685,11,812.6592656,12.16275799,26.27250124,0,0,31,45,6,1
685,11,818.9184928,27.21170993,4.345055716,0,1,41,98,5,NA
686,11,758.4716095,26.69673843,-26.09651799,1,1,29,60,NA,NA
686,11,816.3657567,15.28438973,36.50414208,0,1,33,49,4,NA
688,11,765.7692947,9.703413443,-34.99433727,0,1,11,38,3,NA
688,11,765.8168833,20.45817796,-19.04511391,1,1,27,55,NA,NA
689,11,834.0288139,15.71415094,27.99714024,0,1,47,89,2,NA
691,11,825.5642711,13.14789034,41.09980746,0,1,28,59,2,NA
695,11,802.4120384,18.44439749,9.356614528,1,1,32,51,NA,NA
696,11,856.1999378,29.10734838,43.00939413,0,1,52,129,33,NA
697,11,764.317736,15.01586165,-47.47771369,0,1,17,53,8,NA
699,11,753.7095879,12.53853869,-35.61677998,0,0,9,29,17,9
699,11,808.0977833,27.41238255,6.674909196,1,1,38,77,NA,NA
701,11,831.9108037,34.56442909,31.58602437,1,1,65,111,NA,NA
702,11,813.5427429,8.544093489,-1.862764405,1,1,29,43,NA,NA
704,11,879.3266629,28.32224311,43.89032079,0,0,56,151,30,20
704,11,871.8236369,28.21686016,44.16489527,0,1,51,145,30,NA
705,11,787.5250705,26.79438498,-24.3925832,1,1,42,57,NA,NA
705,11,801.0475764,23.95083632,-4.004688328,1,1,36,58,NA,NA
705,11,821.0321326,22.85374728,35.70468952,1,1,42,82,NA,NA
706,11,795.5090743,33.30000477,-40.17233462,1,1,40,86,NA,NA
707,11,780.9562805,10.03360937,-27.32736801,0,1,24,49,2,NA
707,11,844.8946192,31.33242993,40.12146753,0,1,65,115,4,NA
708,11,757.4190901,30.34841874,-33.3053384,1,1,35,64,NA,NA
708,11,803.1885625,31.49297375,-43.44695534,1,1,40,84,NA,NA
711,11,846.1103227,25.88150252,43.04764119,0,1,54,99,13,NA
713,11,794.8561605,30.78556885,-19.35322501,1,1,40,78,NA,NA
717,11,779.9568818,17.92151537,-31.73579082,1,1,33,50,NA,NA
719,11,827.7212268,13.1283907,-8.191486169,1,1,31,64,NA,NA
722,11,779.5775823,14.88807314,-25.28457339,0,1,32,49,1,NA
722,11,863.188905,29.09402767,37.55800587,0,1,54,134,9,NA
723,11,794.9244861,33.44129492,-14.55018511,1,1,40,86,NA,NA
723,11,861.5580352,33.47590881,34.19994714,0,1,62,150,4,NA
727,10,833.2300557,26.20520568,-7.477362617,1,1,59,95,NA,NA
736,10,851.4453806,28.7164162,-3.460160317,1,1,57,113,NA,NA
736,10,901.1855238,32.01380807,-34.07347819,0,1,93,171,2,NA
738,10,899.1772281,28.85357332,18.48783453,1,1,89,168,NA,NA
739,10,844.7317127,14.49250633,-34.3070653,1,1,32,77,NA,NA
739,10,846.6193217,8.107663273,-16.50185501,1,1,21,53,NA,NA
739,10,910.0682783,17.92388815,33.3239529,0,0,58,140,36,1
741,11,873.2732889,9.966108037,-10.04081189,1,1,40,51,NA,NA
743,11,867.4797395,23.46869855,25.26445033,1,1,43,98,NA,NA
744,11,930.8649453,32.12915684,40.19996254,0,0,95,164,47,1
746,11,913.4042183,15.41082373,49.96880265,0,1,50,138,37,NA
750,11,877.3449875,15.93874841,-16.83899618,1,1,38,64,NA,NA
752,11,834.3444736,32.32036697,-47.01179918,0,1,66,107,7,NA
754,11,892.9636025,24.19561812,25.02703648,1,1,76,145,NA,NA
754,11,924.0015684,28.95983048,11.51272119,0,1,95,161,33,NA
757,11,870.9080599,20.11655604,-24.62575987,1,1,43,76,NA,NA
758,11,888.4864232,15.07194945,2.316733799,1,1,42,83,NA,NA
760,11,892.0361094,28.73584942,8.53573049,1,1,79,154,NA,NA
761,11,859.3599151,8.68695462,-6.955026276,1,1,23,51,NA,NA
762,11,852.5555951,22.57942465,34.78419692,1,1,47,94,NA,NA
762,11,883.8643497,21.64610959,-1.225266955,1,1,52,99,NA,NA
765,11,822.9041466,29.10937404,-20.21387075,0,1,50,95,29,NA
765,11,832.4239972,9.910504976,-38.27955872,0,1,25,63,30,NA
765,11,870.9756651,28.18097693,9.708922403,1,1,51,144,NA,NA
770,11,872.0053892,15.46720288,21.55746967,1,1,38,59,NA,NA
770,11,928.2575594,34.32580827,21.38588459,0,1,94,169,20,NA
771,11,876.5446847,16.31794315,10.88863821,1,1,39,64,NA,NA
771,11,840.6630014,31.46255872,-34.6797388,1,1,72,110,NA,NA
771,11,862.4466033,20.86850498,-37.41114419,1,1,42,76,NA,NA
772,11,837.3305029,8.047144226,-28.67177399,0,1,20,67,4,NA
773,11,808.2009919,24.95143402,-32.91676186,0,0,36,73,47,3
773,11,885.5787321,32.88696768,-0.062380149,1,1,83,177,NA,NA
773,11,869.626773,25.37419786,22.29319962,1,1,45,117,NA,NA
776,11,873.2315655,18.65117372,-17.49707968,1,1,42,69,NA,NA
778,11,946.6472209,30.93114397,45.80256729,0,0,84,142,20,5
778,11,929.2554425,10.74079752,43.58510522,0,0,57,111,14,10
778,11,896.0692191,23.54101205,-12.59478237,1,1,68,149,NA,NA
779,11,911.0486842,16.08635801,18.91836089,1,1,54,135,NA,NA
780,11,926.9606352,16.15911424,34.48495422,0,0,72,125,10,6
780,11,928.3032773,12.51173419,30.47041695,0,0,58,115,12,7
781,11,918.7290095,14.33401266,29.87289059,0,1,54,126,6,NA
781,11,822.3257277,24.0622413,-25.37843774,0,0,43,88,48,7
781,11,868.3081327,18.19025246,5.463234894,0,1,40,62,6,NA
782,11,897.8903417,25.71405105,16.62684777,1,1,74,152,NA,NA
784,10,874.113684,20.12512936,5.602652486,0,1,43,85,3,NA
784,10,823.5829627,25.31275221,-29.09895682,0,0,45,95,50,9
785,10,916.923988,13.20987591,34.59018162,0,1,44,112,2,NA
786,10,902.9803088,12.51432862,-6.114336126,1,1,44,101,NA,NA
787,10,862.6918469,24.32127002,-41.80691077,0,1,45,110,9,NA
788,10,879.3311912,22.89325915,-29.7871602,0,1,49,101,1,NA
789,10,865.7255673,15.34525853,-24.86237546,0,0,41,56,14,2
790,10,873.0281889,10.19922593,-42.82602107,0,0,39,51,13,5
791,11,951.7350502,15.25199028,42.73708845,0,0,65,105,10,2
794,11,873.6295522,22.99808501,-45.9915529,0,1,47,96,11,NA
794,11,805.9414054,27.78675193,-45.73043312,0,0,37,74,68,24
795,11,872.4159822,14.30363875,-33.2064769,0,0,37,56,20,7
797,10,902.9738946,10.9655139,-18.77904476,0,1,41,94,3,NA
799,11,984.8741233,22.0980283,40.89975287,0,1,55,116,28,NA
799,11,1000.353477,25.08958333,29.12411042,0,1,56,120,33,NA
799,11,919.9034121,17.29956677,2.086157189,1,1,63,135,NA,NA
801,11,953.0466322,26.99283925,45.01004033,1,1,82,129,NA,NA
802,11,981.2599852,24.38550721,-8.903309749,0,1,63,129,1,NA
802,11,906.3377961,25.8320756,-42.264856,0,1,89,163,2,NA
802,11,988.6386259,29.44018561,43.26680079,0,1,75,139,1,NA
803,11,908.2531542,10.00084408,-27.69593613,0,0,35,95,8,1
806,11,910.6142219,30.59757042,-24.65625473,1,1,111,173,NA,NA
807,11,913.6665155,26.80233903,-36.57331462,1,1,92,165,NA,NA
811,11,956.8518587,20.96552899,-5.540893413,1,1,70,119,NA,NA
811,11,920.6048396,22.01363468,-45.95870543,1,1,85,143,NA,NA
813,10,928.6298526,12.79596763,-18.90030392,1,1,63,114,NA,NA
817,10,914.7499648,10.15672966,-27.43773826,0,1,34,97,21,NA
820,10,934.5293641,10.67813447,4.452349246,1,1,72,119,NA,NA
821,10,988.5544325,16.3783291,43.78347164,0,1,44,98,9,NA
822,10,938.7242719,28.97235206,21.49802218,1,1,95,141,NA,NA
823,10,939.0699134,22.66949675,-18.94142458,1,1,83,125,NA,NA
823,10,956.3835763,27.97553308,29.51385467,1,1,82,131,NA,NA
825,10,1028.037575,34.55600602,27.85993894,0,1,47,186,88,NA
826,10,938.8018315,15.84849131,-6.773605361,1,1,77,119,NA,NA
827,10,885.8338424,13.80507216,-48.67462795,0,0,40,72,38,33
828,10,910.9317093,12.21577713,-37.31033343,0,0,41,118,31,1
828,10,913.6732186,20.51401135,4.766790685,0,1,72,160,5,NA
828,10,932.2607653,28.06421643,-7.664900785,1,1,90,144,NA,NA
830,10,915.7200486,26.42854999,-23.14982221,0,1,95,162,3,NA
834,10,958.7201488,30.64213986,13.23032957,1,1,83,135,NA,NA
836,10,944.2565458,30.54547279,16.56724091,1,1,89,142,NA,NA
837,10,897.8220599,20.66881561,-45.8534732,0,0,66,139,37,11
840,11,918.8116838,23.59296044,-44.11680971,0,1,86,157,8,NA
841,11,990.2098063,16.79531504,9.363242378,1,1,45,103,NA,NA
842,11,995.3833804,15.71807171,46.0693958,1,1,28,95,NA,NA
842,11,905.7381159,9.762727772,-33.86460305,0,0,35,82,32,25
845,10,927.6297339,9.425628834,-10.99881053,0,1,52,99,23,NA
846,10,903.7547514,12.78281407,-34.27907196,0,0,45,107,27,21
847,10,990.5355656,12.03753721,43.03374744,0,1,19,80,63,NA
849,11,898.5211035,17.35865303,-42.14341713,0,0,59,114,25,18
850,11,903.3209418,19.61326793,-42.88465905,0,1,72,143,20,NA
851,11,926.8604002,11.05076382,-14.68037483,0,1,56,108,16,NA
851,11,937.8435915,22.81524042,22.01156325,1,1,79,126,NA,NA
852,11,1001.90097,13.82551485,25.58996412,0,0,15,73,63,6
853,11,919.6399125,24.64239049,-10.98022128,1,1,91,158,NA,NA
855,11,1010.371812,31.26332211,49.4382916,0,1,55,136,13,NA
856,10,977.7171596,18.52172932,30.3002828,1,1,54,101,NA,NA
859,10,1028.670568,15.64614143,49.90478,0,0,22,36,67,63
861,10,944.6358068,9.683123006,-14.94252163,1,1,64,105,NA,NA
862,10,963.9787841,13.39234523,7.99972422,1,1,51,94,NA,NA
865,10,961.7265133,27.01798073,29.41966867,1,1,73,133,NA,NA
867,10,988.8275967,15.47425444,31.63210298,0,1,39,94,4,NA
867,10,923.4221718,15.25284985,-15.0064498,1,1,58,126,NA,NA
868,10,978.7630009,23.56593603,-9.916488314,0,1,63,122,1,NA
869,10,851.5176912,34.60404303,-40.45923792,0,0,64,142,82,3
869,10,899.43761,24.87244801,-39.1877241,0,1,74,151,3,NA
870,10,951.4217183,20.27571874,21.75314443,0,1,68,119,3,NA
871,10,940.49350690000006,20.09369889,3.847441077,1,1,81,123,NA,NA
871,10,874.8949483,29.15475351,-14.75020028,0,1,56,155,82,NA
874,10,930.7763014,15.38439007,-13.23200397,1,1,78,121,NA,NA
876,10,940.0833993,13.52102573,30.61427714,0,1,66,118,3,NA
877,10,948.9330794,26.4208325,42.03151288,0,1,80,130,8,NA
877,10,918.7093274,26.77139066,32.68127376,1,1,97,161,NA,NA
881,10,915.120667,31.57455492,29.42683741,1,1,102,167,NA,NA
881,10,926.5558148,22.6744996,24.01185019,1,1,83,140,NA,NA
882,10,932.22953,9.291636061,13.94562905,1,1,68,112,NA,NA
883,10,901.3371054,21.19782249,-38.07198778,1,1,72,147,NA,NA
883,10,945.5655639,18.65937217,22.17090754,0,1,72,122,13,NA
883,10,974.5502309,34.2905596,4.976588394,0,1,82,154,15,NA
883,10,966.4302183,18.96898651,39.52135381,0,0,67,108,16,9
885,10,987.1052805,23.77948041,34.21383146,0,0,63,123,18,13
887,10,887.3879351,15.13319743,-47.55358405,0,1,41,84,97,NA
887,10,938.0726688,12.89595094,12.56437243,0,1,69,119,10,NA
888,10,965.8973501,13.24697741,48.36606306,0,0,52,95,16,12
888,10,954.6163173,25.11957481,6.24765188,0,1,81,128,14,NA
889,10,927.2063976,30.27692007,40.02948389,1,1,93,162,NA,NA
890,10,899.0806133,24.01578091,-23.26236246,1,1,74,150,NA,NA
890,10,913.6676865,31.21084211,23.7628476,1,1,104,172,NA,NA
894,10,880.0208598,10.99868053,-31.53497835,0,0,34,56,108,104
897,10,899.0891963,21.4581127,4.165611113,1,1,66,143,NA,NA
898,10,956.9305932,22.4979868,19.53633353,0,1,70,121,5,NA
900,10,906.5768867,31.5165368,-49.761421,1,1,99,169,NA,NA
901,10,980.1016326,12.6756336,31.41966986,0,0,44,84,4,1
902,10,951.4958979,27.10802409,-22.1308527,1,1,81,130,NA,NA
902,10,880.3086425,31.87356171,-8.680585679,0,1,69,163,6,NA
904,10,1019.455298,30.42562397,46.67782837,0,1,39,143,14,NA
907,10,932.3451382,24.47400954,-48.42624301,0,1,89,136,2,NA
910,10,933.5930469,23.01685055,20.98143459,0,1,88,130,5,NA
912,10,970.0330276,27.35060107,19.36230024,1,1,73,135,NA,NA
912,10,954.0108682,12.36598482,-21.81024202,0,1,60,98,1,NA
912,10,966.3885153,15.08139385,12.05581361,1,1,55,96,NA,NA
915,10,1021.593602,28.71765415,19.07905121,0,1,36,129,5,NA
916,10,939.2629843,19.92194483,-38.49690948,0,0,83,123,8,2
919,10,1061.835808,23.42726845,44.01958555,0,0,42,95,10,5
919,10,945.4538954,11.7093203,-36.80322303,0,0,71,113,11,4
919,10,982.3152514,13.25800106,0.829290878,1,1,40,87,NA,NA
920,10,1016.922077,10.6441542,10.79189086,0,1,20,35,1,NA
920,10,976.485991,18.35544252,-26.6524846,1,1,54,101,NA,NA
922,10,996.0154063,33.94203409,17.50189292,1,1,82,145,NA,NA
924,10,990.0415987,21.90717455,-28.30934238,1,1,49,120,NA,NA
924,10,1044.400293,31.15794428,15.45724703,1,1,40,122,NA,NA
924,10,1021.308794,27.8707533,-8.498667856,1,1,36,120,NA,NA
924,10,1003.811145,14.32799886,7.238318841,1,1,19,59,NA,NA
925,10,1081.651815,28.44679283,48.38061882,0,0,70,122,10,3
927,10,1024.908375,26.09248605,4.041100689,1,1,33,93,NA,NA
928,10,1028.970177,27.60790082,5.021007452,1,1,31,108,NA,NA
