target_year,curve_uncert,offset_14c_age,measurement_error,offset_magnitude,accuracy_68,accuracy_95,precision_68,precision_95,off_target_68,off_target_95,sigma_curve_uncert
9253,31.7,8180.636121,31.5046169,-31.46878604,0,1,130,231,55,NA,44.69262675224813
9253,31.7,8259.040486,28.43383199,32.54445656,1,1,147,265,NA,NA,42.583715216448034
9254,31.9,8258.082826,8.926877743,28.93634082,1,1,108,191,NA,NA,33.125505977093674
9255,32,8228.163365,30.36561958,26.45256547,1,1,139,264,NA,NA,44.11429306332903
9255,32,8241.622789,12.22181268,-2.053154772,0,1,101,178,5,NA,34.254528243503934
9257,32.2,8247.343971,30.81843852,-29.66255818,1,1,140,281,NA,NA,44.571472410175325
9258,32.3,8187.911977,16.9987443,-42.68120048,0,1,106,210,11,NA,36.49996312021126
9258,32.3,8180.264705,32.26355846,-4.339357535,0,1,130,231,60,NA,45.653337276718744
9262,31,8234.227874,24.81813279,-26.86362127,1,1,133,246,NA,NA,39.71070026053523
9264,29.6,8216.220202,9.066227954,-25.6948133,0,1,107,192,1,NA,30.95733336891101
9264,29.6,8250.599038,30.57722233,8.392179152,1,1,141,286,NA,NA,42.55733221688421
9265,29,8268.078241,19.49331639,25.39853475,1,1,131,228,NA,NA,34.942658511919824
9269,26.5,8212.864905,15.63370288,-46.10957867,0,1,121,210,4,NA,30.767883673403997
9269,26.5,8235.502693,27.47568187,-35.51392315,1,1,136,260,NA,NA,38.17280568967189
9272,25.4,8257.055922,18.26552264,-11.13833669,1,1,119,216,NA,NA,31.28560878922372
9272,25.4,8292.521153,8.778540172,43.90441799,0,1,85,194,5,NA,26.87420264029089
9273,25.2,8306.292183,10.0599531,42.02687007,0,1,84,166,14,NA,27.13379178025437
9275,25,8200.414831,28.72593359,-25.24693953,0,1,143,249,15,NA,38.081219263793145
9275,25,8249.685176,34.51465024,-13.22902881,1,1,158,292,NA,NA,42.61761468207169
9275,25,8257.509977,28.3758853,24.1033386,1,1,138,262,NA,NA,37.81786438389609
9275,25,8282.539419,31.94319846,22.70413549,1,1,145,275,NA,NA,40.56313508414934
9276,25.1,8301.172642,15.75945728,5.511883786,0,1,89,201,6,NA,29.637315900063303
9280,26,8245.574856,34.72423495,-20.50349656,1,1,154,299,NA,NA,43.37940171167419
9281,25.9,8253.729592,21.47466208,-10.30355059,1,1,123,229,NA,NA,33.64477836827269
9282,25.8,8298.853876,20.56578894,46.47384835,1,1,107,223,NA,NA,32.99381267335781
9284,25.3,8269.45453,24.6560741,32.29670152,1,1,148,250,NA,NA,35.32721316527375
9285,25,8281.781877,17.06230028,-24.65530897,1,1,109,227,NA,NA,30.26750883116891
9287,24.1,8399.790762,32.93044429,35.04931882,0,0,74,180,43,18,40.807158209519976
9287,24.1,8249.72464,32.36354307,-47.78219308,1,1,147,288,NA,NA,40.35107086613371
9287,24.1,8309.264415,12.86775481,27.38965042,0,1,84,172,2,NA,27.32012287399671
9288,23.6,8304.355038,31.46675097,2.297827043,1,1,126,261,NA,NA,39.333400776032526
9290,23,8246.405446,9.054760938,-33.19384379,0,1,102,170,11,NA,24.718185524919313
9292,23.2,8312.209434,10.74579659,0.720394775,1,1,86,157,NA,NA,25.567795062415055
9294,23.8,8292.451859,17.32950153,-4.183956236,1,1,104,225,NA,NA,29.440645768703384
9295,24,8319.741382,28.48005734,-0.840064511,1,1,114,223,NA,NA,37.243974896480744
9295,24,8228.775442,34.74282558,-32.39918014,0,1,149,294,19,NA,42.226341651655105
9299,24.9,8308.984034,13.71595232,21.22907822,1,1,84,175,NA,NA,28.427756648116173
9302,24.6,8351.36443,21.4823609,1.558169536,0,1,87,165,9,NA,32.65963609469415
9302,24.6,8351.706923,21.83570522,20.33727057,0,1,89,166,9,NA,32.893130323134876
9303,24.4,8301.923533,26.20833206,-36.78173702,1,1,115,240,NA,NA,35.808332401373065
9306,24.1,8274.344674,24.05696393,-32.09428475,1,1,131,245,NA,NA,34.05212935382046
9306,24.1,8233.180393,33.352302,-25.46752663,0,1,145,286,31,NA,41.14834199210466
9308,24.4,8363.035727,30.40430913,6.941575371,0,1,95,178,9,NA,38.9843816633354
9309,24.7,8295.8520810000009,21.34301676,-19.57949304,1,1,106,231,NA,NA,32.643749239596254
9310,25,8267.286308,29.56021914,-34.61946305,0,1,149,268,4,NA,38.714423095337764
9310,25,8282.661381,20.08680168,-17.20806004,1,1,116,241,NA,NA,32.069917395148536
9310,25,8308.115823,10.51106095,3.757882747,1,1,81,158,NA,NA,27.119778802464722
9312,25.8,8324.253094,14.48592131,-16.96178238,1,1,92,150,NA,NA,29.588543664727943
9314,26.6,8353.762711,32.92743777,-11.36051659,1,1,108,185,NA,NA,42.329377010502085
9315,27,8356.290919,8.334849484,32.36546905,0,1,65,138,5,NA,28.257206442267698
9317,27.6,8285.65615,26.59350156,-42.70796259,1,1,133,259,NA,NA,38.32720085294154
9317,27.6,8305.655191,33.64740331,13.50662261,1,1,132,271,NA,NA,43.5190504205434
9319,28,8304.104357,23.11078157,-15.21274692,1,1,106,222,NA,NA,36.30576021482337
9321,27.8,8334.115139,34.28943573,-9.890260478,1,1,114,215,NA,NA,44.14301080218476
9323,26.9,8325.893578,31.51834913,-8.962624753,1,1,111,222,NA,NA,41.43689577997574
9323,26.9,8300.477967,17.00828765,-22.93655826,0,1,91,205,2,NA,31.825961867399112
9324,26.4,8398.135253,32.06110165,44.21071711,0,1,73,175,6,NA,41.53160530260819
9325,26,8391.025768,26.09889521,7.670855219,0,1,66,148,6,NA,36.839548466051546
9329,24.3,8330.687536,8.431384076,-14.08276393,1,1,80,140,NA,NA,25.721163220916473
9329,24.3,8360.176588,15.52247695,19.99530937,1,1,71,154,NA,NA,28.834654335768988
9330,24,8404.908888,11.70563147,43.18396703,0,1,35,89,105,NA,26.70246820261105
9332,23.5,8321.524292,9.126927729,-28.74489638,0,1,90,142,4,NA,25.210133077205068
9333,23.4,8365.818709,25.10164725,35.44614767,1,1,85,165,NA,NA,34.31694471632684
9333,23.4,8305.360095,33.94574958,-13.00716596,0,1,134,273,1,NA,41.22952721713008
9334,23.2,8423.799744,31.13732353,39.28099747,0,1,57,141,96,NA,38.83005172043802
9335,23,8326.567115,25.04050231,-26.67515005,1,1,107,186,NA,NA,34.00039346738675
9335,23,8335.213864,24.53968188,-10.92848207,1,1,101,175,NA,NA,33.6332571537697
9335,23,8439.138424,32.58990134,43.9268512,0,1,66,118,106,NA,39.88861578634854
9335,23,8325.850967,12.56726386,-28.61068968,0,1,91,146,4,NA,26.20946624650838
9336,22.8,8334.79622,8.174824181,-25.26935157,1,1,81,140,NA,NA,24.221225204152294
9336,22.8,8394.413781,22.88681666,3.488875087,1,1,58,130,NA,NA,32.3055161981426
9336,22.8,8366.54396,26.85137072,28.58824835,1,1,88,169,NA,NA,35.22550368047096
9339,22.1,8300.004508,32.78076922,-15.87233278,0,1,134,269,7,NA,39.53465354160701
9339,22.1,8424.867789,24.21421355,37.87406997,0,1,49,116,96,NA,32.7831990178659
9341,22.1,8399.210568,28.84623069,40.60507419,0,1,64,164,2,NA,36.33889135651634
9345,23,8339.121585,12.69481542,-2.701600757,1,1,81,149,NA,NA,26.270864822991072
9346,23.4,8336.181329,16.04719161,-8.332504029,1,1,83,155,NA,NA,28.373797041778783
9346,23.4,8315.4954,22.19667842,-38.64883452,0,1,99,192,2,NA,32.25294611164837
9347,23.9,8275.030511,22.80201121,-37.78735884,0,0,131,243,16,2,33.03243429148033
9351,24.8,8336.609926,31.19371566,-34.5108255,1,1,105,199,NA,NA,39.850820527022144
9352,24.4,8344.508165,22.55594469,-19.09251604,1,1,90,165,NA,NA,33.22846130741445
9353,23.8,8375.381332,10.60004881,42.9415599,0,1,61,113,8,NA,26.05381036958668
9356,22.9,8360.281313,30.98540441,45.43150358,1,1,97,179,NA,NA,38.52927830171813
9358,23,8261.977369,28.94541606,-26.9572034,0,1,142,264,27,NA,36.970760215155245
9359,23.1,8297.096771,17.36434098,-10.00600059,1,1,94,216,NA,NA,28.898621726125754
9364,21.3,8272.452967,20.40593217,-34.22590361,0,1,131,235,1,NA,29.497323060349746
9366,20.8,8326.16905,22.92087324,-0.64702665,1,1,107,180,NA,NA,30.95167895420454
9366,20.8,8287.522241,25.31936226,-13.76239974,1,1,123,255,NA,NA,32.76751600675755
9366,20.8,8291.356666,19.33257638,16.93035355,1,1,110,235,NA,NA,28.396980640352133
9367,20.8,8314.598713,8.88886537,13.23738692,1,1,90,149,NA,NA,22.61972430349197
9368,20.8,8282.613767,31.8104207,-31.01439101,1,1,144,275,NA,NA,38.00714229077199
9370,21,8254.139671,18.24126473,-48.66768115,0,1,113,216,83,NA,27.816249548599142
9370,21,8340.993319,11.5208451,31.28660519,0,1,78,147,7,NA,23.952658971775847
9371,21.3,8350.239242,24.87992999,33.70950187,0,1,97,170,6,NA,32.752113157891074
9371,21.3,8283.810206,19.10693935,-17.02339898,1,1,110,234,NA,NA,28.61407226042072
9372,21.7,8296.302435,9.53082486,-17.10583456,1,1,82,195,NA,NA,23.7007726142418
9377,23.5,8242.818295,29.01059949,-44.65829309,0,1,134,265,97,NA,37.334499899813686
9377,23.5,8244.186458,32.70384574,-39.12149514,0,1,146,290,93,NA,40.27147285841078
9377,23.5,8291.966409,9.947764587,-18.91279649,1,1,87,200,NA,NA,25.518777797503766
9378,23.7,8257.737397,28.50306548,-40.86289017,0,1,139,263,84,NA,37.069053693845056
9379,23.9,8325.808665,30.30802342,-0.085290126,1,1,111,212,NA,NA,38.597749722325375
9379,23.9,8296.66942,9.628667413,-21.17279593,1,1,82,194,NA,NA,25.76666909303894
9379,23.9,8325.082946,12.85253179,23.24992374,1,1,92,148,NA,NA,27.136646318455796
9379,23.9,8234.646006,21.84470885,-47.45095307,0,0,125,223,105,7,32.37902569166139
9380,24,8243.971166,16.01612453,-44.41170876,0,0,107,198,102,3,28.85335760289377
9385,24,8329.838305,29.3003496,9.323647921,0,1,110,209,1,NA,37.87493216736131
9387,24.8,8308.755128,12.41497183,12.42040049,1,1,84,170,NA,NA,27.733941759866983
9388,25.2,8315.828396,33.05213304,38.93045892,1,1,123,252,NA,NA,41.56300636977383
9389,25.7,8322.362595,24.78035794,7.12909787,0,1,107,198,1,NA,35.70092631339586
9390,26,8317.612836,13.18315421,10.95050613,0,1,85,154,2,NA,29.151253059253573
9391,26.2,8266.764525,34.98261258,-19.06272557,1,1,172,292,NA,NA,43.70610006534985
9391,26.2,8298.175391,18.70639615,-30.49883991,1,1,97,217,NA,NA,32.19268949498837
9393,26.3,8275.225688,8.980638339,-27.28734135,1,1,109,208,NA,NA,27.79103929283532
9393,26.3,8271.71101,15.88268843,-23.68387256,1,1,127,226,NA,NA,30.72376591117137
9394,26.2,8322.7626079999991,12.60030274,29.95233575,0,1,87,148,3,NA,29.072454817914007
9397,24.9,8329.752308,17.03867375,25.62279217,0,1,97,155,2,NA,30.171615852634392
9397,24.9,8346.258105,20.87349449,12.84741492,0,1,90,163,3,NA,32.491733906088484
9397,24.9,8249.847786,21.03348882,-22.94695671,0,1,124,226,113,NA,32.5947488399752
9400,23,8279.900918,25.59448166,-40.89898367,1,1,139,258,NA,NA,34.41042707442144
9403,22.3,8296.510381,16.62950409,-36.88304003,1,1,95,215,NA,NA,27.81780735930362
9404,22.2,8295.596948,13.25065805,-34.70631929,1,1,92,205,NA,NA,25.853818649438033
9404,22.2,8346.514283,12.5495273,29.08232622,1,1,73,149,NA,NA,25.50158103830908
9406,21.8,8303.252573,18.91301827,-32.18522246,1,1,99,204,NA,NA,28.86073907718501
9407,21.6,8349.158386,30.8619212,-36.94242202,1,1,102,182,NA,NA,37.669857713495674
9408,21.3,8300.493593,13.82201588,-40.79837594,0,1,89,192,2,NA,25.39169397631777
9408,21.3,8325.607222,13.36532268,-5.091140582,1,1,91,149,NA,NA,25.146010624759597
9410,21,8354.159068,12.48243256,5.68321005,1,1,69,150,NA,NA,24.429718021601232
9410,21,8387.59009,14.72239358,39.2892566,0,1,49,110,10,NA,25.6466152293909
9413,20.8,8368.499098,15.80481144,3.387739416,1,1,68,136,NA,NA,26.123400709975623
9414,20.9,8365.139804,28.08885704,39.84993289,1,1,88,172,NA,NA,35.01133944615027
9414,20.9,8342.834578,33.41777237,10.48680677,1,1,110,202,NA,NA,39.41519389998145
9415,21,8373.313698,28.40549943,-12.32153287,1,1,83,171,NA,NA,35.32523740709651
9417,21.8,8326.34935,8.154058785,-21.09959393,1,1,84,140,NA,NA,23.275065513747446
9417,21.8,8319.423454,34.72743864,13.66603179,1,1,121,253,NA,NA,41.00286568637569
9418,22.3,8344.052654,33.04596969,-18.22497752,1,1,110,199,NA,NA,39.866353140868036
9420,23,8366.051999,17.97374125,3.74926657,1,1,69,156,NA,NA,29.18998757317227
9421,22.9,8343.119907,32.20442706,-20.19741312,1,1,108,196,NA,NA,39.51626402208159
9424,22.1,8393.847136,29.08559791,13.01391232,1,1,66,164,NA,NA,36.52919388355287
9425,22,8355.64742,31.05164488,4.997100518,1,1,102,181,NA,NA,38.055284123937774
9427,22.6,8329.203748,14.22476858,-27.64049727,0,1,96,148,7,NA,26.70400796050202
9428,23.1,8357.973666,10.49428182,-20.53595998,1,1,66,136,NA,NA,25.372030878855213
9429,23.6,8393.455259,18.88643473,6.305626594,1,1,49,117,NA,NA,30.226766562279703
9429,23.6,8371.60691,18.01482206,-13.81266976,1,1,72,139,NA,NA,29.689961499696537
9429,23.6,8397.381397,12.9982931,-0.81463845,1,1,39,93,NA,NA,26.942821372556878
9430,24,8337.329224,15.21161241,-33.39024996,0,1,83,152,4,NA,28.414664384997863
9430,24,8401.6771,26.62654152,-3.736457275,1,1,59,146,NA,NA,35.84651605548695
9431,24.3,8377.284744,12.72931526,-12.7497284,1,1,57,114,NA,NA,27.4321976332278
9432,24.6,8411.821813,25.11721717,29.77230127,1,1,49,134,NA,NA,35.15728371710396
9433,24.8,8419.639448,11.94709077,29.94447765,0,1,35,74,10,NA,27.52767657951937
9434,24.9,8386.358245,32.65163668,25.68069468,1,1,85,182,NA,NA,41.06262750826743
9434,24.9,8338.881868,25.98158032,-41.92725893,0,1,104,176,6,NA,35.98683809290018
9434,24.9,8362.062371,22.20490846,-18.82117838,1,1,81,163,NA,NA,33.362673150048685
9435,25,8421.819713,9.110359321,36.89566967,0,1,35,69,9,NA,26.608243966066823
9438,24.4,8352.432058,27.47234848,-17.81532802,1,1,99,174,NA,NA,36.74356992735679
9439,24.1,8371.408472,18.74835412,-37.25893835,1,1,72,140,NA,NA,30.53376462555708
9440,24,8472.009831,20.56771997,39.04783351,0,0,38,70,39,24,31.6074533103244
9440,24,8341.30578,32.13419817,-33.81936061,0,1,108,197,10,NA,40.107439360159
9441,24.1,8401.704725,15.86230033,1.594571397,1,1,40,102,NA,NA,28.851734293784112
9442,24.3,8421.539195,30.15333272,20.09404469,1,1,55,141,NA,NA,38.72613425224654
9442,24.3,8391.949608,26.02304124,-16.27431058,1,1,64,148,NA,NA,35.60461592797682
9446,25.2,8408.048233,33.48029614,-4.812808521,1,1,71,173,NA,NA,41.90429846235466
9449,26,8386.227865,32.99733518,-3.918053955,1,1,88,181,NA,NA,42.00980991365309
9449,26,8361.614868,12.40867959,-37.49840972,0,1,72,139,4,NA,28.809292410041635
9450,26,8397.375308,11.72445189,3.537937743,1,1,38,90,NA,NA,28.521268767727086
9451,25.8,8413.498195,19.97568639,-5.129141756,1,1,40,115,NA,NA,32.62925139735252
9451,25.8,8420.032684,18.92300353,31.98681285,1,1,42,104,NA,NA,31.9956256790892
9453,24.9,8380.293997,27.6360007,-33.78370618,1,1,82,168,NA,NA,37.198905020045956
9453,24.9,8422.094012,22.74257925,24.72299924,1,1,45,113,NA,NA,33.72291373743571
9454,24.4,8404.439243,30.41721359,-11.78637932,1,1,61,161,NA,NA,38.9944468172031
9454,24.4,8433.589345,32.14516369,44.62923435,1,1,63,124,NA,NA,40.35680300342055
9454,24.4,8405.632507,11.44763971,7.20104475,1,1,35,87,NA,NA,26.95196569695741
9456,23.6,8455.328065,26.9598591,20.19840614,0,1,51,91,10,NA,35.830071206904584
9462,21.4,8368.748014,34.91336227,-42.37307094,1,1,96,187,NA,NA,40.950004456608546
9463,21.2,8419.549159,34.19562367,-20.67060964,1,1,66,157,NA,NA,40.234073596645224
9463,21.2,8380.008816,13.08068748,-16.83540109,1,1,56,112,NA,NA,24.910728310296925
9463,21.2,8408.168103,16.56058355,-16.29875964,1,1,40,99,NA,NA,26.901541359493336
9465,21,8444.229412,31.04212375,22.70395202,1,1,60,105,NA,NA,37.47817293986346
9468,21.6,8392.530925,8.29192936,-33.24481105,0,1,39,90,2,NA,23.13689893895096
9472,21.6,8438.460611,12.81878312,-9.75933657,1,1,37,82,NA,NA,25.117348599675026
9473,21.4,8420.978758,28.14413505,13.39431424,1,1,55,136,NA,NA,35.356079218610176
9477,21.3,8422.529189,10.82770106,-15.22678086,1,1,36,73,NA,NA,23.89412292269221
9477,21.3,8370.357046,21.47945958,-48.46508766,0,0,73,159,20,3,30.249912129605498
9480,22,8505.875788,13.61871168,42.48972877,0,0,30,51,11,4,25.874104966606446
9484,22.9,8465.717761,10.71792011,0.706619723,1,1,37,64,NA,NA,25.2840624007366
9484,22.9,8414.827619,27.82009002,-42.69374553,0,1,51,141,3,NA,36.03286567456027
9485,23,8463.35798,30.30206792,34.58346496,1,1,55,92,NA,NA,38.04228332038303
9485,23,8460.217925,9.507894796,4.318280751,1,1,36,70,NA,NA,24.8877492644836
9485,23,8483.178395,23.35224497,27.98760764,0,1,41,67,1,NA,32.77693312588733
9486,23,8503.388626,32.57190937,48.11431041,0,1,45,70,2,NA,39.87391728946999
9491,23.2,8520.248102,24.08828976,22.81050384,0,1,30,58,1,NA,33.4437692786223
9492,23.4,8516.994481,12.49503711,27.88143342,1,1,29,52,NA,NA,26.527079605193578
9494,23.9,8491.228391,12.3491575,-4.367894027,1,1,40,52,NA,NA,26.901890100136203
9494,23.9,8464.640112,22.28176207,-46.6833432,1,1,41,79,NA,NA,32.67547889387531
9498,23.5,8496.785553,22.92006739,-11.57813175,1,1,35,59,NA,NA,32.82650589328906
9498,23.5,8465.469964,9.362799796,-19.33655301,0,1,37,64,3,NA,25.29648236454977
9498,23.5,8528.700912,18.53831072,10.32413719,1,1,30,54,NA,NA,29.931905458077118
9499,23.2,8453.680548,15.6953936,-43.3679054,0,1,43,83,5,NA,28.01045126839125
9499,23.2,8524.632029,30.871265,42.89101923,1,1,36,61,NA,NA,38.617029957005045
9500,23,8470.272425,10.3933183,-29.89691554,0,1,34,60,5,NA,25.239276243290238
9505,22,8505.066286,16.21109594,-4.455101467,1,1,30,53,NA,NA,27.327634942963588
9509,22.8,8533.358662,21.77878275,35.84030448,1,1,31,55,NA,NA,31.530229591166915
9510,23,8464.790653,22.84584115,-34.70039195,1,1,42,80,NA,NA,32.41808843610359
9510,23,8543.84761,22.84427745,40.54044995,0,1,26,58,4,NA,32.4169864764228
9510,23,8518.821185,11.6869342,41.13089032,1,1,28,52,NA,NA,25.798923058824172
9511,23.1,8471.952062,10.77656167,-19.76184931,1,1,34,60,NA,NA,25.49008202080396
9512,23.1,8501.974467,16.31442776,26.62266507,1,1,31,54,NA,NA,28.280214870758297
9515,23,8557.932739,28.48193433,28.76624917,0,1,29,62,9,NA,36.6090232480796
9516,22.8,8479.858235,14.04853713,-0.434496556,1,1,32,56,NA,NA,26.78061604020693
9516,22.8,8467.284385,31.14084137,-0.153956609,1,1,47,92,NA,NA,38.595232882203256
9516,22.8,8466.689604,10.33293165,14.87471124,1,1,36,63,NA,NA,25.03216883299511
9517,22.6,8517.948852,11.14460059,31.8814263,0,1,27,51,7,NA,25.198454760374265
9518,22.4,8521.370272,23.4603633,35.37624555,0,1,29,57,7,NA,32.436840878359085
9519,22.2,8403.465044,23.54692458,-46.15327872,0,1,49,133,43,NA,32.36197857326106
9519,22.2,8437.475683,17.70055501,-36.32152611,1,1,43,97,NA,NA,28.392774567872653
9520,22,8396.661761,28.11275191,-39.3062999,0,1,63,160,43,NA,35.69771449201207
9521,21.9,8521.954882,31.23257909,34.26547225,0,1,35,60,2,NA,38.145563262496275
9522,21.9,8518.15474,20.3002828,43.88918658,0,1,28,55,3,NA,29.861538502896597
9525,22,8549.012999,31.95128728,33.48034439,1,1,35,61,NA,NA,38.79284417065975
9525,22,8508.238791,11.65131526,-2.289403859,1,1,28,50,NA,NA,24.894841780736606
9526,22,8488.715005,24.73428489,-9.379141522,1,1,40,65,NA,NA,33.10264111849208
9527,22,8511.199929,10.8635282,10.28475515,1,1,28,50,NA,NA,24.536019337948755
9528,22.1,8538.176414,10.00734291,36.40420795,1,1,24,46,NA,NA,24.260191922536954
9528,22.1,8514.066885,33.33410844,1.843847893,1,1,37,65,NA,NA,39.99465946210418
9530,22,8543.057537,20.48153934,11.46701621,1,1,26,58,NA,NA,30.05816783731117
9530,22,8493.300662,9.483408809,-30.28715854,0,1,36,51,1,NA,23.956941429126942
9530,22,8564.915669,28.56170585,38.16259743,1,1,20,63,NA,NA,36.05233752562965
9533,21.4,8569.397587,27.75176737,-13.70868455,1,1,16,66,NA,NA,35.044551533135596
9536,20.9,8570.094227,13.74619977,26.01943333,1,1,9,27,NA,NA,25.01535544654019
9536,20.9,8537.45376,21.19526169,-42.26233326,1,1,31,56,NA,NA,29.766577198387818
9537,20.9,8608.283045,15.34954884,44.11484238,0,1,11,53,1,NA,25.9310364156843
9537,20.9,8564.124654,8.18817456,7.037490141,1,1,7,22,NA,NA,22.446741470089396
9537,20.9,8556.44936,12.67603913,-11.90936402,1,1,12,39,NA,NA,24.443648827973515
9538,20.9,8535.279072,23.39618165,-24.94179653,1,1,32,57,NA,NA,31.371823596976263
9539,20.9,8541.252644,29.00192554,7.236900879,1,1,33,60,NA,NA,35.74803050557757
9540,21,8619.371743,13.53008549,11.3754499,1,1,15,85,NA,NA,24.981257241514257
9541,21.2,8627.882587,20.3427358,22.10295771,1,1,43,132,NA,NA,29.381403979874783
9542,21.4,8505.370021,29.24587749,-48.22015574,0,0,45,64,9,3,36.23922391773986
9543,21.6,8591.493511,19.97376294,-20.36614062,1,1,11,44,NA,NA,29.41957181849045
9543,21.6,8552.661215,29.20455573,-8.719433448,1,1,30,60,NA,NA,36.32445561032782
9545,22,8633.451981,18.62997377,-24.56076159,1,1,48,136,NA,NA,28.828387444858723
9547,22.1,8674.294334,11.82338455,31.55990294,0,1,86,131,2,NA,25.06396660980019
9548,22,8675.077457,26.90395188,32.86457832,0,1,89,142,1,NA,34.7537426295551
9548,22,8605.452144,21.89977554,-36.7988219,1,1,16,92,NA,NA,31.04190987523774
9549,22,8672.709685,24.51141871,33.19202503,1,1,88,140,NA,NA,32.93644861209141
9550,22,8675.011357,17.9607809,12.14108746,1,1,87,134,NA,NA,28.40052201171318
9550,22,8651.050266,8.74942012,-9.115668386,1,1,52,133,NA,NA,23.67598683130781
9551,22,8600.550914,22.95706859,-47.7184481,0,1,15,94,1,NA,31.796650739440537
9551,22,8704.84935,17.2761171,21.09436854,0,1,95,151,7,NA,27.97256195011305
9554,22.1,8652.823488,10.97342921,-1.620595716,1,1,63,133,NA,NA,24.67440270050891
9557,21.6,8756.860464,30.54070599,24.65469891,0,0,176,307,118,2,37.40714801167849
9557,21.6,8640.506984,10.45697055,-29.47911017,1,1,40,128,NA,NA,23.998088113088663
9557,21.6,8688.385127,26.33637636,18.35893823,1,1,100,154,NA,NA,34.06119081558317
9561,20.9,8760.566935,17.74961967,46.35351158,0,0,118,258,125,47,27.42004738197312
9562,20.9,8678.12437,32.45989279,-24.19619709,1,1,101,161,NA,NA,38.60640672140175
9564,21,8734.22638,21.35030719,48.74501566,1,1,145,265,NA,NA,29.947213845487624
9565,21,8736.420056,12.35050197,47.20694018,0,1,111,240,42,NA,24.36257168098175
9566,21,8682.820204,21.76318352,-25.05434831,1,1,98,138,NA,NA,30.242952186008555
9566,21,8724.057725,24.275747,-1.748730312,1,1,127,248,NA,NA,32.09847180798502
9566,21,8743.709097,18.93329698,-3.469049488,0,1,141,290,42,NA,28.27489583593328
9570,21,8650.780266,25.58318786,-37.50459368,1,1,78,138,NA,NA,33.09833078993639
9571,21.3,8707.577019,31.07459411,18.13800761,1,1,119,230,NA,NA,37.6738689160172
9571,21.3,8731.392947,25.48055652,43.84020476,1,1,148,278,NA,NA,33.2106723895936
9573,22.2,8622.065799,18.87772225,-23.4462644,0,1,30,115,8,NA,29.14118043848164
9576,23.1,8710.137287,23.70975195,36.94529771,0,1,106,195,2,NA,33.10230109117082
9578,23.1,8630.10723,26.47331347,-36.12850471,1,1,67,142,NA,NA,35.13468835895493
9579,23,8696.871516,20.38570241,-7.280171872,0,1,96,146,1,NA,30.733969199390433
9579,23,8638.179129,14.12654861,-45.83539041,1,1,46,127,NA,NA,26.991839056105327
9583,23,8599.523603,17.85053395,-40.27528476,0,1,11,46,35,NA,29.114284506065104
9583,23,8671.945803,34.12098007,27.45563211,1,1,102,160,NA,NA,41.149013122277154
9585,23,8698.694891,9.73827516,17.95779392,0,1,91,134,10,NA,24.976669175289828
9586,23,8727.910453,32.01587465,12.02198809,0,1,159,285,9,NA,39.4210125390573
9587,23,8667.275711,15.53728786,-10.26142938,1,1,84,135,NA,NA,27.756212170332308
9588,23,8675.547495,22.59545889,-5.991078075,1,1,87,139,NA,NA,32.242127139034736
9588,23,8675.932615,12.81805459,19.37949054,1,1,88,130,NA,NA,26.33063849343992
9589,23,8658.474134,14.35659851,-35.13629967,1,1,66,134,NA,NA,27.112947474911948
9589,23,8647.829471,22.61178613,-4.549655947,1,1,68,137,NA,NA,32.25357146098491
9590,23,8645.481952,29.07606075,-15.46971311,1,1,86,138,NA,NA,37.073134595522006
9590,23,8671.430671,27.0596912,-28.52542859,1,1,89,140,NA,NA,35.513756318352996
9591,23,8715.39857,14.43068037,40.44188296,0,1,95,171,11,NA,27.152247346050444
9592,23,8726.802233,20.05232565,29.98095732,0,1,123,234,9,NA,30.51386183316769
9593,23.1,8671.429176,15.23463349,-17.66027238,1,1,87,133,NA,NA,27.671358072466006
9593,23.1,8623.86181,34.49106131,-47.27991291,1,1,74,144,NA,NA,41.51196586877305
9594,23.1,8653.747409,18.36509606,-32.19206745,1,1,67,136,NA,NA,29.510790455239036
9596,22.8,8667.149221,30.11789815,-19.47711064,1,1,90,143,NA,NA,37.77469773504181
9596,22.8,8681.258157,9.95725261,3.14827275,1,1,84,129,NA,NA,24.879446929932985
9600,22,8682.723425,14.99262798,-2.569951676,1,1,86,132,NA,NA,26.622901677816394
9600,22,8712.373524,19.18025822,31.1914694,0,1,101,178,1,NA,29.18702289350316
9604,21.9,8659.079663,21.79323022,-38.02007576,1,1,82,135,NA,NA,30.895871624246517
9604,21.9,8686.803629,12.21246119,-3.862483404,1,1,84,133,NA,NA,25.074971751075935
9604,21.9,8684.656432,34.1101169,16.75902996,1,1,107,187,NA,NA,40.53529418829553
9604,21.9,8727.030053,14.27948895,25.83641717,1,1,106,207,NA,NA,26.1440969374192
9605,22,8750.497513,16.12115484,41.0202343,0,1,125,273,66,NA,27.27437686502215
9610,24,8702.030081,14.53426876,-36.12854178,1,1,92,141,NA,NA,28.057886028493165
9610,24,8758.736982,10.94186448,41.28070113,0,1,98,236,77,NA,26.37658807159648
9612,23.7,8692.460772,9.998795762,-6.609765021,1,1,93,133,NA,NA,25.722867582954066
9612,23.7,8749.512066,28.45292818,29.20020018,1,1,167,308,NA,NA,37.0305160916809
9613,23.4,8733.514833,14.63195312,3.594465344,1,1,124,232,NA,NA,27.598080587350232
9614,23.1,8757.080586,22.50264256,33.78738414,0,1,136,282,67,NA,32.24870419386062
9614,23.1,8731.994323,29.60785204,-4.275244498,1,1,159,292,NA,NA,37.55309444536538
