target_year,curve_uncert,offset_14c_age,measurement_error,offset_magnitude,accuracy_68,accuracy_95,precision_68,precision_95,off_target_68,off_target_95,sigma_curve_uncert
1535,11,1587.772787,25.75198888,-46.353237,0,0,91,125,18,6,28.002945046470444
1536,11,1702.913553,34.25128498,32.12385748,0,1,77,154,8,NA,35.974303645535294
1536,11,1618.539413,27.08506674,-49.72073378,0,1,81,129,1,NA,29.233556750936998
1540,11,1659.923998,28.7428457,17.06491942,1,1,73,181,NA,NA,30.775821336464904
1541,11,1720.267472,34.36224736,43.19568758,0,1,94,154,9,NA,36.079967345187924
1542,11,1660.680476,17.05999785,-31.52483813,1,1,38,86,NA,NA,20.298855303735838
1544,11,1728.364607,28.66916608,42.05789322,0,1,85,145,26,NA,30.707020104898206
1544,11,1644.636154,17.96721549,-30.27820878,1,1,30,124,NA,NA,21.06705561923868
1544,11,1704.305589,21.01270825,42.37704526,0,1,58,103,5,NA,23.717797283888274
1546,11,1628.834887,34.69155711,-31.29747144,0,1,95,179,4,NA,36.3937375755279
1547,11,1733.526574,34.60490453,46.66539754,0,1,98,159,24,NA,36.31114729019746
1547,11,1746.014969,26.07569865,21.81521463,0,0,81,142,53,20,28.30091977455171
1548,11,1621.524574,21.090141590000002,-49.65294835,0,0,57,119,14,8,23.786426219300953
1554,11,1711.325158,11.49611304,4.354666476,0,1,49,93,15,NA,15.911021809690853
1557,11,1661.579666,27.76277888,-9.182606591,1,1,63,163,NA,NA,29.86254997718336
1558,11,1699.538896,19.01728575,2.072437736,1,1,60,99,NA,NA,21.969459649639838
1559,11,1619.171457,11.15390986,-49.64378478,0,0,48,92,25,22,15.665557927025938
1562,11,1718.206333,9.62859451,24.6883977,0,1,50,95,13,NA,14.618817744195395
1563,11,1655.779241,13.20546511,-49.11563359,0,1,15,61,18,NA,17.186748056902076
1564,11,1673.343063,26.60844482,-39.64625394,1,1,56,125,NA,NA,28.79252221912809
1565,11,1743.759288,26.8005094,43.51473365,0,0,83,145,32,1,28.97011052963879
1565,11,1681.807819,11.33781943,-17.90317371,1,1,35,71,NA,NA,15.797029765980867
1565,11,1644.81868,12.77726651,-49.13334316,0,0,16,75,24,15,16.859968548830913
1567,11,1738.340583,26.6752889,46.32390973,0,1,89,155,19,NA,28.85430709440903
1568,11,1678.690472,11.76843225,-12.90422224,1,1,34,72,NA,NA,16.108879465153372
1570,11,1686.284608,26.14722076,3.42596597,1,1,63,112,NA,NA,28.366831925193463
1571,11,1698.655709,18.67895784,31.29982012,1,1,59,97,NA,NA,21.67725688339042
1574,11,1662.481122,29.06650059,-23.57374595,1,1,66,174,NA,NA,31.0783116746787
1575,11,1670.938877,12.15786142,-44.30402266,0,1,34,67,8,NA,16.395535804234164
1576,11,1744.076481,16.90979444,33.18701365,0,1,64,129,26,NA,20.172782356508357
1577,11,1667.661595,21.83866551,-34.72638379,0,1,50,103,2,NA,24.452552244247705
1577,11,1761.012901,32.64909776,37.76024298,0,1,79,156,34,NA,34.45233786758218
1578,11,1624.812829,32.88711,-38.24349262,0,0,93,165,38,8,34.67797577933435
1583,11,1713.628226,21.09087398,35.24628829,1,1,64,115,NA,NA,23.78707559243551
1584,11,1616.143369,15.71093844,-45.606557,0,0,52,112,52,48,19.178988155412934
1588,12,1725.427709,9.176570049,1.447371813,1,1,52,90,NA,NA,15.106602459328963
1590,12,1679.878022,24.50728964,-23.67212435,0,1,52,107,3,NA,27.287492473638014
1592,12,1740.954875,19.19657852,-20.68490209,0,1,68,134,6,NA,22.638653380325547
1592,12,1725.003185,16.83166113,24.39864315,1,1,57,116,NA,NA,20.67135255359825
1593,11,1686.704463,16.80286364,-8.690797118,0,1,46,82,7,NA,20.08323247150304
1593,11,1756.063461,11.81176431,43.67004326,0,0,52,88,21,12,16.14056306685085
1598,11,1747.733999,30.59090061,35.48967999,0,1,92,161,1,NA,32.50850965717897
1599,12,1683.425409,8.701963038,-25.00260277,0,0,30,70,29,2,14.823095517290517
1600,12,1770.819338,17.45522664,47.80078032,0,0,48,86,25,12,21.18218442592184
1601,12,1754.664815,23.94012552,18.2010236,0,1,70,136,8,NA,26.77927575408557
1601,12,1701.25427,33.50223778,-32.1079971,1,1,74,151,NA,NA,35.586513404204965
1602,12,1737.551636,20.3686577,10.38426035,1,1,79,149,NA,NA,23.640689848220788
1602,12,1740.67386,12.48789462,-2.328657033,0,1,44,110,1,NA,17.318992812523046
1603,12,1750.196397,32.67030124,-36.08670163,1,1,95,163,NA,NA,34.80443338300949
1603,12,1766.158679,15.85997487,27.79167742,0,0,48,86,20,7,19.888157352480686
1603,12,1689.363005,33.35737892,24.52918973,0,1,70,151,2,NA,35.450172473663095
1603,12,1759.987053,10.28323258,39.17219921,0,0,42,79,18,8,15.803318395019872
1605,12,1666.318406,21.35634911,-42.48033348,0,1,44,102,31,NA,24.496808920922696
1606,11,1786.131634,11.89685064,40.34991858,0,0,37,64,27,18,16.202933535334534
1606,11,1721.806911,31.41244605,-17.07666158,1,1,82,147,NA,NA,33.282754796503255
1608,11,1722.557868,26.06772212,47.21681545,1,1,75,144,NA,NA,28.29357058636356
1609,11,1648.127722,33.0068442,-49.17870758,0,0,95,198,36,5,34.79154730740031
1609,11,1692.62112,30.96830643,-29.31491507,0,1,68,128,8,NA,32.863901216112176
1610,11,1731.277684,26.64415848,-30.98370605,1,1,81,151,NA,NA,28.825530023008355
1613,12,1760.417487,15.14840437,22.93487627,0,1,48,92,6,NA,19.32547942373061
1616,12,1730.432812,16.98643438,-39.5307176,1,1,68,126,NA,NA,20.79757084243364
1617,12,1795.271584,29.25122049,24.38165513,0,1,66,144,8,NA,31.616987524977706
1618,12,1698.430123,8.39008509,-40.02861211,0,0,42,75,29,14,14.642183164318096
1618,12,1799.552558,20.44110912,34.98615935,0,0,50,89,14,5,23.70314202918565
1622,12,1665.019926,24.5642679,-46.7689757,0,0,57,146,37,9,27.338676951582176
1622,12,1709.128753,14.73164327,-39.11117825,0,0,52,94,18,6,19.00056087157788
1623,12,1780.242341,34.53502041,21.12975824,1,1,76,167,NA,NA,36.56046546091989
1624,12,1743.121871,19.41881416,-18.89253599,1,1,73,134,NA,NA,22.827403342925724
1625,11,1678.001091,26.93504818,-48.89119687,0,0,54,118,37,7,29.094618410608536
1625,11,1699.331155,10.02458823,-48.78389081,0,0,42,78,36,20,14.882619701553034
1633,11,1779.394596,9.203965589,2.625782439,1,1,35,59,NA,NA,14.342697883016852
1634,11,1830.630098,30.90009844,31.88930545,0,1,87,160,11,NA,32.79963541873126
1634,11,1777.134488,28.17004034,4.616427748,1,1,60,138,NA,NA,30.241547129028092
1635,11,1761.880838,15.29869521,-6.167567382,1,1,53,92,NA,NA,18.842772490492923
1637,11,1797.201152,20.10521807,20.5252226,1,1,47,90,NA,NA,22.91767426337704
1639,12,1823.736264,28.36630535,47.56796875,1,1,73,163,NA,NA,30.80011816875771
1640,12,1774.464167,12.10057539,-21.27962301,1,1,43,70,NA,NA,17.04182868031109
1640,12,1743.989245,16.00844022,-15.78127909,0,1,55,124,9,NA,20.006752816919434
1641,12,1791.353342,23.80509995,20.2938515,1,1,53,101,NA,NA,26.658634316661644
1643,12,1790.613793,16.92845204,5.335295899,1,1,42,85,NA,NA,20.750240684642193
1643,12,1794.2113,18.1490465,16.64942219,1,1,46,84,NA,NA,21.757478917814957
1646,12,1747.259707,15.0904388,-32.11721543,0,1,58,117,12,NA,19.280076327041485
1646,12,1805.185672,21.8811058,18.30447426,1,1,46,103,NA,NA,24.955616422576977
1647,12,1799.846674,11.64754072,4.80024037,1,1,33,69,NA,NA,16.723193619164316
1647,12,1759.698122,32.04431245,-49.3846453,1,1,78,153,NA,NA,34.217509558605
1647,12,1820.580147,33.30690074,45.83608771,1,1,86,172,NA,NA,35.40267838602346
1648,12,1842.297115,34.94856703,47.89123561,0,1,86,166,62,NA,36.95135095568771
1649,12,1755.157456,31.29535778,-13.90524786,1,1,86,155,NA,NA,33.51715111071057
1649,12,1763.545131,23.79191501,-9.693141771,1,1,64,127,NA,NA,26.646861350693133
1651,12,1751.143371,23.57402348,-43.40978102,0,1,70,136,3,NA,26.4524967259348
1652,12,1759.580133,19.15626669,-18.04022721,1,1,58,105,NA,NA,22.60448082788905
1653,12,1773.136586,9.885929961,-0.827895617,1,1,43,70,NA,NA,15.547720450078767
1655,12,1763.982037,8.744095938,-24.28321969,1,1,34,72,NA,NA,14.847868997702939
1657,12,1831.591095,30.26171263,41.52383565,0,1,83,158,46,NA,32.55412802242907
1658,12,1797.009587,26.0539836,40.37953722,1,1,58,115,NA,NA,28.684665963351726
1661,13,1717.369292,30.02991076,-15.7199404,0,1,88,148,10,NA,32.72301239576766
1663,13,1748.134235,25.94997417,3.978058789,1,1,77,143,NA,NA,29.0241478673133
1664,13,1717.607796,32.43971189,5.687329639,0,1,90,147,7,NA,34.9476023141246
1664,13,1722.949259,10.00295691,-34.90366265,0,0,51,104,7,2,16.403022494141645
1665,13,1727.940113,14.48156436,-46.83903009,0,1,57,115,4,NA,19.46061937125389
1665,13,1772.121559,30.15721594,-20.70700948,1,1,69,148,NA,NA,32.83987931238162
1666,13,1694.059699,14.38973113,-43.66110987,0,0,44,82,78,8,19.392378966843935
1666,13,1740.294125,22.95428318,-22.98296476,1,1,85,143,NA,NA,26.379899854010645
1667,13,1768.112522,9.41793045,3.879327117,0,1,37,69,2,NA,16.052956548905165
1667,13,1781.588245,34.39546882,31.09471577,1,1,74,166,NA,NA,36.77020907402611
1668,14,1738.286705,17.41155328,-6.524655828,1,1,76,130,NA,NA,22.34193786631497
1669,14,1710.85759,9.050119002,-40.969384,0,0,48,88,6,2,16.670472517309204
1671,14,1754.376087,13.50748958,17.69983806,1,1,52,94,NA,NA,19.453849869725236
1673,14,1755.530088,32.74085705,37.47188249,1,1,87,166,NA,NA,35.60847820910822
1674,13,1757.617427,17.28089229,46.17018288,0,1,50,104,3,NA,21.624736722988825
1674,13,1740.887493,23.92901318,-2.155248146,1,1,88,144,NA,NA,27.232290975395617
1675,13,1738.018564,29.56594447,19.53975663,1,1,94,155,NA,NA,32.297756460830584
1675,13,1689.995178,28.57702088,-22.58834159,0,1,64,124,4,NA,31.395001550819455
1677,13,1696.361277,16.9043612,-5.565026635,0,1,46,93,3,NA,21.325042264437965
1678,13,1676.650654,20.62872805,-45.16941335,0,1,51,90,93,NA,24.38328158720349
1679,13,1693.136277,33.18923319,21.19722746,1,1,71,145,NA,NA,35.64442733079321
1680,13,1692.639484,16.37924974,-4.816952394,0,1,46,89,91,NA,20.91123674117076
1680,13,1732.216675,10.93638038,25.86794619,1,1,53,100,NA,NA,16.988361186884653
1683,13,1674.281504,11.9636654,-33.38511745,0,1,33,66,115,NA,17.667181150459662
1684,13,1753.977394,27.9307675,-0.208459026,0,1,84,144,4,NA,30.80791737750308
1684,13,1725.630391,19.53438747,25.38411205,1,1,69,127,NA,NA,23.464703148092305
1686,13,1775.591243,32.95825291,40.38879899,0,1,71,161,6,NA,35.42945716320705
1686,13,1722.846434,13.21281096,17.18039126,1,1,57,108,NA,NA,18.535867216418445
1687,13,1730.953002,30.07979355,-22.65804247,1,1,87,152,NA,NA,32.768795827900384
1688,12,1721.400611,8.745893026,-0.923390104,1,1,48,101,NA,NA,14.84892739635545
1688,12,1676.423575,28.70234992,-13.03174281,0,1,60,133,5,NA,31.109884135594655
1689,12,1685.14289,24.50977486,-5.991784343,0,1,56,107,6,NA,27.289724507365186
1689,12,1704.555306,13.07708308,-28.59279742,0,1,56,90,4,NA,17.748523935280428
1690,12,1763.912788,24.99189463,-21.76334253,0,1,67,128,2,NA,27.723542291652105
1693,13,1835.74295,20.85837653,28.04320499,0,0,51,118,14,11,24.577873615657943
1693,13,1771.42326,31.53555173,-39.6023442,1,1,74,157,NA,NA,34.10998421159861
1694,13,1750.205332,14.27579463,2.58913103,1,1,57,109,NA,NA,19.307985713635095
1695,13,1812.338703,12.15234269,36.10391144,0,0,25,60,10,4,17.795489115368433
1695,13,1776.679083,29.9813111,2.229088056,1,1,66,147,NA,NA,32.678418188079164
1697,13,1731.409896,14.5877323,-42.01285422,0,1,63,125,3,NA,19.539752650851632
1697,13,1768.900257,12.11496619,-5.399595504,1,1,40,75,NA,NA,17.76998609410945
1699,12,1808.691458,23.92987976,-29.49265731,0,1,51,125,1,NA,26.770116647636364
1701,12,1739.27383,12.84888267,-38.39169976,0,0,51,111,5,1,17.5810632746551
1701,12,1836.661048,32.0171752,27.98889654,0,1,85,159,5,NA,34.19209715398421
1707,13,1836.050277,27.31666094,33.23974686,1,1,79,142,NA,NA,30.252272061961257
1708,13,1791.023799,9.814545278,-21.14125388,1,1,26,62,NA,NA,16.288809011524204
1713,13,1817.902157,30.56067272,27.70498362,1,1,75,166,NA,NA,33.21076206742254
1713,13,1832.111071,30.56673427,44.26546346,1,1,86,159,NA,NA,33.2163400141074
1713,13,1812.772104,13.27633017,-22.75681142,1,1,27,66,NA,NA,18.58119863687088
1714,13,1844.645675,21.54685347,42.39512468,1,1,59,111,NA,NA,25.164794743006567
1714,13,1811.310211,32.73617627,12.70845381,1,1,75,177,NA,NA,35.22296462225335
1715,13,1795.305777,20.84833146,-9.039392299,1,1,48,93,NA,NA,24.56934929268632
1716,13,1833.460732,34.69749732,-26.79256529,1,1,92,172,NA,NA,37.05288545135732
1716,13,1835.656733,26.6763263,19.80687908,1,1,76,139,NA,NA,29.675349785033227
1717,14,1775.580892,21.70734565,-29.18670392,0,1,52,102,10,NA,25.830386276023322
1718,14,1890.980847,26.80037649,46.72591414,0,0,79,149,29,6,30.236735604323176
1719,14,1812.820678,10.1056727,-12.25294229,1,1,24,54,NA,NA,17.266285666567818
1726,14,1871.805652,32.91377678,-25.66896915,0,1,81,148,14,NA,35.76753698430557
1727,14,1832.880544,12.67846741,-1.238969713,1,1,21,82,NA,NA,18.887655647708957
1728,14,1816.678979,27.10147627,-43.47428624,1,1,55,164,NA,NA,30.50393443497696
1728,14,1756.98336,19.11375734,-25.19188542,0,0,54,120,27,18,23.69252455211145
1728,14,1821.577582,13.86013616,-39.48445127,1,1,23,67,NA,NA,19.700339448185648
1729,15,1864.875547,19.87630543,39.12840001,0,1,73,106,6,NA,24.90115494403116
1730,15,1819.100729,24.60901447,-6.5581633009999996,1,1,57,145,NA,NA,28.820194190613453
1731,15,1796.597031,15.41168978,-25.33072347,0,0,37,76,16,1,21.506282381549735
1731,15,1785.247303,28.7345871,-19.38993598,0,1,58,134,18,NA,32.4141403681709
1731,15,1853.487079,34.74232579,26.78853099,1,1,92,163,NA,NA,37.842161689027485
1736,14,1881.550433,33.39397378,-33.32389784,0,1,83,161,6,NA,36.20990865521933
1737,14,1885.316175,9.249647705,47.62349213,0,0,57,84,11,5,16.779629991945942
1738,14,1866.153182,19.28690435,15.51820221,1,1,72,105,NA,NA,23.832429154537497
1739,14,1871.924801,24.31511172,-0.850883033,0,1,71,114,1,NA,28.057524088131537
1742,14,1914.325463,12.24450682,40.29388975,0,0,61,132,11,4,18.599138347381217
1743,15,1830.846271,18.18588904,-32.18719545,0,1,31,120,2,NA,23.573853316231357
1744,14,1880.848472,14.84542454,39.83846842,0,1,59,94,5,NA,20.405553895271606
1745,14,1862.166349,18.5405243,-34.81801553,1,1,76,104,NA,NA,23.232542721770482
1745,14,1881.509104,23.97714105,5.031455262,0,1,73,124,3,NA,27.765145289221795
1745,14,1816.29613,28.65097025,-43.51648772,0,1,63,164,4,NA,31.888526091156756
1746,14,1889.717667,29.19539572,8.364954893,1,1,80,153,NA,NA,32.37855974634132
1746,14,1854.273487,12.64045031,-30.8610602,1,1,56,105,NA,NA,18.862157459834204
1748,14,1885.538367,15.0527645,0.812619785,1,1,60,94,NA,NA,20.556889820506903
1748,14,1916.355619,16.26961191,34.03092928,0,1,72,139,5,NA,21.46392954940949
1750,15,1899.024618,17.76906928,14.55285051,1,1,72,120,NA,NA,23.25381308683459
1752,15,1887.326123,31.8379809,-11.21002908,1,1,80,159,NA,NA,35.19455963339739
1753,15,1886.546332,25.05992726,5.326828663,1,1,76,137,NA,NA,29.206162950248892
1753,15,1968.33661,22.77082333,45.70031222,0,0,70,135,88,77,27.267387024173626
1756,14,1836.805946,19.90215915,-48.64331291,0,1,45,116,9,NA,24.333021572174893
1758,15,1880.759128,10.94489094,4.576057638,1,1,64,85,NA,NA,18.568538921748637
1760,14,1856.504569,20.072436540000002,-5.777338939,1,1,69,107,NA,NA,24.47248881197675
1761,14,1883.405057,30.58024353,-26.4338739,1,1,78,151,NA,NA,33.63259273909918
1761,14,1932.772542,9.723024331,45.26722112,0,0,38,77,68,62,17.0451518661823
1763,14,1858.900075,20.60702226,-19.22395476,1,1,68,108,NA,NA,24.912835375045844
1763,14,1810.630574,28.02109775,-28.95252423,0,1,59,162,26,NA,31.323823507277254
1764,14,1926.648817,9.495753247,39.18876224,0,0,36,97,63,7,16.91654012284755
1764,14,1906.653685,30.37909776,9.231338487,1,1,99,166,NA,NA,33.44980688601411
1766,14,1971.680178,29.84208072,37.71638309,0,0,84,155,73,61,32.962854574490294
1768,14,1828.759992,14.06267822,-46.97413482,0,1,24,89,32,NA,19.843359562313594
1770,14,1911.390731,24.07156023,19.81746228,0,1,94,150,6,NA,27.84672353988019
1772,14,1890.325656,14.24280779,27.02785667,0,1,61,90,7,NA,19.971418921621087
1774,14,1933.965828,22.57921262,33.37973913,0,0,64,166,51,7,26.567288957271632
1776,14,1860.206941,31.77062227,-42.24424413,1,1,84,142,NA,NA,34.71847403649849
1777,14,1876.321111,17.8237772,-13.03103052,1,1,65,102,NA,NA,22.66466487012856
1777,14,1860.827854,28.35706142,-4.134396045,1,1,78,121,NA,NA,31.624720273508387
1778,14,1935.189797,28.00965555,10.37605305,0,1,75,184,47,NA,31.313588169190158
1780,14,1912.108705,27.14996113,23.73002719,0,1,100,162,2,NA,30.54701932039378
1784,14,1833.423943,27.7477756,-26.38096721,1,1,75,147,NA,NA,31.079560015353426
1785,14,1915.445667,17.58597986,22.26015427,0,1,81,139,7,NA,22.47813799308843
1785,14,1846.941098,8.041043927,-24.85152248,0,1,31,97,39,NA,16.1449183161744
1785,14,1855.56542,8.480199631,-29.56958388,1,1,51,96,NA,NA,16.368072146151256
1789,14,1852.194755,15.73438069,-14.93837635,0,1,63,100,1,NA,21.061119051414263
1789,14,1924.862025,34.45258778,-28.2031941,0,1,107,191,1,NA,37.188449883513634
1790,14,1876.734718,27.31339202,-8.53037003,1,1,71,132,NA,NA,30.692366862759208
1792,14,1921.497683,30.90709494,20.55823852,1,1,97,184,NA,NA,33.930053310158144
1793,14,1876.288301,24.52010092,-31.06353946,1,1,68,121,NA,NA,28.23535636621194
1795,14,1898.441628,19.70323009,2.237540903,1,1,83,126,NA,NA,24.170587001135935
1797,14,1940.109031,34.53110953,21.58559165,0,1,100,207,28,NA,37.26120670849049
1798,14,1926.667168,23.56599105,38.9083145,1,1,76,173,NA,NA,27.410872553946184
1798,14,1921.436498,34.3344283,-19.86025944,1,1,113,190,NA,NA,37.079009785697366
1803,14,1908.478306,17.01946706,48.07658242,1,1,72,131,NA,NA,22.037746232462727
1805,14,1935.488704,17.82596993,37.01210092,0,1,51,131,24,NA,22.666389301017137
1805,14,1884.575441,9.640292489,-3.221412306,1,1,58,85,NA,NA,16.99809516603169
1806,14,1917.256507,22.91674271,-5.688363174,1,1,90,158,NA,NA,26.85474066969067
1810,14,1878.946514,11.2324151,-21.63690515,1,1,62,86,NA,NA,17.949015264874784
1813,13,1883.516965,15.2994857,-4.054496647,1,1,60,95,NA,NA,20.076709458586695
1817,13,1937.109438,22.56244928,14.12919667,0,1,65,161,9,NA,26.039664312593825
1819,13,1884.129293,10.78009368,7.629616163,1,1,59,86,NA,NA,16.888173961372377
1819,13,1916.406159,28.97380552,-30.80401127,1,1,103,170,NA,NA,31.756596264568127
1820,13,1928.690132,31.385707,47.26824686,1,1,98,186,NA,NA,33.97149693330939
1822,13,1936.392711,8.693579477,49.28582942,0,0,45,75,8,3,15.63900009984384
1824,13,1869.055468,23.01430727,-18.76869064,0,1,70,111,4,NA,26.432145942355397
1825,13,1878.449016,10.23800909,-17.71249883,0,1,64,86,4,NA,16.54741158389803
1825,13,1854.604186,34.56722815,-47.23046434,0,1,91,165,5,NA,36.93092554992566
1826,13,1944.00469,34.69981535,6.644982682,1,1,99,214,NA,NA,37.055056137106256
1827,13,1972.527179,23.00353651,41.81043275,0,0,74,140,15,4,26.422768438732966
1827,13,1954.356397,23.3562083,24.5759716,0,1,70,134,7,NA,26.7303659936221
1827,13,1943.311245,27.16264465,41.74256804,0,1,71,187,2,NA,30.11327389013313
1828,14,1922.330672,29.89493962,4.632420279,1,1,98,183,NA,NA,33.01071666721954
1835,15,1889.586025,25.19726866,-46.21173746,0,1,79,136,9,NA,29.324091595891222
1836,14,1951.431146,24.47965101,6.799315521,1,1,68,146,NA,NA,28.20023605524241
1836,14,1994.910174,8.836653768,43.51040907,0,0,48,92,58,50,16.555556463481032
1836,14,1906.429954,24.80033379,-36.43306044,1,1,85,149,NA,NA,28.479054691042954
1836,14,1964.456077,24.75445544,24.53729031,0,1,72,136,3,NA,28.43911152147594
1838,14,1952.105763,22.82906936,19.30980613,1,1,67,135,NA,NA,26.779962805121496
1838,14,1947.621049,29.74651216,-22.77852371,1,1,80,196,NA,NA,32.876359069778815
1843,14,1983.050453,9.289476334,38.45119502,0,0,47,94,45,30,16.801618093503556
1844,14,1942.580995,29.4616629,25.76402416,1,1,81,203,NA,NA,32.618853150183504
1845,14,1977.771366,27.31453659,47.95837214,1,1,82,152,NA,NA,30.693385429542452
1848,14,1920.548555,26.15845423,-26.14100238,1,1,96,169,NA,NA,29.66925559738574
1849,14,1969.307699,34.29939598,-13.50809485,1,1,94,174,NA,NA,37.04657291292732
1854,14,1915.685051,30.29502569,31.51762169,1,1,106,177,NA,NA,33.373471224278724
1854,14,1924.652152,17.72212637,3.220638377,1,1,57,148,NA,NA,22.584812664138912
1855,14,1911.498935,18.81514423,-23.77760233,1,1,79,136,NA,NA,23.452284587982092
1857,14,1916.919889,20.13098161,20.77437199,1,1,82,145,NA,NA,24.520530593405972
1857,14,1924.970964,27.64933782,7.040947955,1,1,96,181,NA,NA,30.991706662984573
1859,14,1853.852604,31.73834373,-49.06073634,0,1,89,146,39,NA,34.6889386220396
1860,14,1938.735444,29.09500556,25.26754667,1,1,85,192,NA,NA,32.28806820694653
1864,14,1964.751484,8.960831447,35.27712754,0,0,51,88,9,2,16.622168938545418
1869,14,1920.857359,14.7740863,-6.218451355,1,1,54,142,NA,NA,20.35371283082887
1871,14,1987.063597,23.2721226,2.485633246,0,1,75,137,15,NA,27.15863933096485
1877,14,1973.580999,24.7716348,-11.92746472,1,1,77,146,NA,NA,28.454066329165876
1878,14,1980.347332,32.50868332,1.152438298,1,1,86,162,NA,NA,35.39511959578674
1878,14,1978.174126,33.37374748,29.23266625,1,1,93,163,NA,NA,36.19125613817247
1880,14,1978.273249,18.66349035,9.707987239,1,1,64,128,NA,NA,23.330792357837808
1880,14,1973.347846,28.03303929,34.16082049,1,1,81,149,NA,NA,31.33450640802698
1880,14,1943.416182,20.50600071,-28.38164903,1,1,59,129,NA,NA,24.829338797449285
